City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
578,Deloraine,AU,72.14,clear sky,-41.5333,146.6667,Mountain View Country Inn
579,Wasilla,US,42.78,clear sky,61.5814,-149.4394,Alaska's Select Inn Wasilla
580,Saint-Pierre,RE,75.9,clear sky,-21.3393,55.4781,Lindsey Hôtel
581,Tutoia,BR,77.77,overcast clouds,-2.7619,-42.2744,Pousada Guará's
582,Rio Grande,BR,62.94,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
585,Honggang,CN,55.71,broken clouds,46.4667,124.8667,亚布力滑雪旅游度假区
586,Batouri,CM,69.28,moderate rain,4.4333,14.3667,Hotel Hollywood
587,Dondo,MZ,70.84,clear sky,-19.6094,34.7431,Arco Iris
588,Abonnema,NG,78.87,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
589,Baker City,US,56.91,overcast clouds,44.7749,-117.8344,Bridge Street Inn
594,Colares,PT,53.76,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
596,Portree,GB,48.52,overcast clouds,57.4129,-6.1942,The Royal Hotel
597,Valdivia,CL,42.89,clear sky,-39.8142,-73.2459,Hostal Entre Rios
598,San Luis De Palenque,CO,78.62,overcast clouds,5.4214,-71.7317,Hotel Palenque Los Cubarros
599,Columbus,US,45.12,few clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
600,Mutsu,JP,51.33,clear sky,41.2894,141.2169,Mutsu Park Hotel
601,Rizhao,CN,55.71,scattered clouds,35.4275,119.4553,Novotel Rizhao Suning
602,Faranah,GN,78.94,few clouds,10.0404,-10.7434,Chez mon oncle
603,Djambala,CG,70.21,light rain,-2.5447,14.7533,Hotel Ravin D'or
604,Rio Cuarto,AR,47.32,clear sky,-33.1307,-64.3499,Hotel Menossi
605,Tottori,JP,53.67,few clouds,35.5,134.2333,Hotel Monarque Tottori
606,Ayia Paraskevi,GR,51.01,few clouds,40.4833,23.05,HEAVEN HOTEL THESSALONIKI
607,Staunton,US,43.72,clear sky,38.1496,-79.0717,Hotel 24 South
608,Tigzirt,DZ,51.51,overcast clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
609,Humberto De Campos,BR,75.67,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
610,Hami,CN,57.45,clear sky,42.8,93.45,Laoyutang Resort
611,Khasan,RU,46.53,clear sky,42.4308,130.6434,Fangchuan Self-Driving Camp
612,Lydenburg,ZA,57.94,overcast clouds,-25.0978,30.4597,The Palms Boutique Hotel
613,Frederico Westphalen,BR,67.44,overcast clouds,-27.3592,-53.3944,Hotel Palace Frederico
614,Lazaro Cardenas,MX,72.59,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
615,Kaitangata,NZ,63.57,clear sky,-46.2817,169.8464,Kaitangata Motor Camp
616,Jumla,NP,56.71,clear sky,29.2747,82.1838,Royal Garden Hotel
617,Christchurch,NZ,68.95,overcast clouds,-43.5333,172.6333,The George
619,Abu Kamal,SY,64.36,broken clouds,34.4506,40.9171,محطة التلفاز
622,Mastic Beach,US,43.99,overcast clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
624,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
625,Lumphat,KH,76.73,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
627,Plettenberg Bay,ZA,60.44,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
628,Osorno,CL,48.51,overcast clouds,-40.5667,-73.15,Sonesta Hotel Osorno
629,Carutapera,BR,76.51,overcast clouds,-1.195,-46.02,Lidera
630,Miyako,JP,49.96,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
632,Price,US,58.26,clear sky,39.5994,-110.8107,National 9 - Price River Inn
633,Nantucket,US,44.71,overcast clouds,41.2835,-70.0995,Jared Coffin House
635,Praia,CV,68.54,few clouds,14.9215,-23.5087,LT Aparthotel
636,Caucaia,BR,76.95,heavy intensity rain,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
637,Vila Franca Do Campo,PT,57.61,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
639,Ardakan,IR,65.77,clear sky,32.31,54.0175,Ardakan Hotel
640,Peniche,PT,51.12,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
641,Kalemie,CD,69.64,overcast clouds,-5.9475,29.1947,Mahobilali
644,Caronport,CA,44.78,scattered clouds,50.4501,-105.8179,Pilgrim Inn
647,Mapiripan,CO,73.74,broken clouds,2.8892,-72.1256,Monserrate
649,Noshiro,JP,45.43,overcast clouds,40.2039,140.0242,Suigetsu
650,Palmer,US,41.25,light rain,42.1584,-72.3287,Wedgewood Motel
652,Harper,LR,79.74,overcast clouds,4.375,-7.7169,Screensaver
653,Anqing,CN,62.28,broken clouds,30.5092,117.0506,Hongtian Hotel
654,Boralday,KZ,42.66,scattered clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
656,Marsabit,KE,68.05,overcast clouds,2.3284,37.9899,Chicho Hotel
659,Casa Nova,BR,78.85,overcast clouds,-9.4167,-41.1333,LÔRO BEACH. DUNAS
662,Muros,ES,44.1,clear sky,42.7762,-9.0603,Apartment Av. Castelao
666,Iwanai,JP,50.41,clear sky,42.9744,140.5089,いわない高原ホテル
668,Notse,TG,77.7,overcast clouds,6.95,1.1667,Le Berceau
669,Yaring,TH,79.29,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
671,Labrea,BR,73.53,scattered clouds,-7.2586,-64.7981,Hotel Novo Horizonte
674,Mae Hong Son,TH,75.34,scattered clouds,19.3003,97.9685,Baiyoke Chalet Hotel
675,Milledgeville,US,58.68,clear sky,33.0801,-83.2321,Hampton Inn Milledgeville
677,Jabinyanah,TN,60.6,broken clouds,35.035,10.9081,maison belmabrouk
679,Moses Lake,US,59.36,few clouds,47.1301,-119.2781,Ramada by Wyndham Moses Lake
680,Fasa,IR,47.44,clear sky,28.9383,53.6482,Fasa University Boys' Dormitory
682,Negombo,LK,77.05,few clouds,7.2083,79.8358,Hotel Sunset Beach
684,San Mateo Ixtatan,GT,53.11,broken clouds,15.8319,-91.4781,HOTEL MAGDALENA
685,Lamar,US,71.51,clear sky,33.6668,-95.5836,Kings Inn Paris TX
686,Diego De Almagro,CL,62.28,clear sky,-26.3667,-70.05,hotel luna del desierto
688,Khorramshahr,IR,67.96,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
690,Dwarka,IN,78.39,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
691,Bom Jesus,BR,79.56,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
692,Watsa,CD,63.14,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
693,Galle,LK,79.63,broken clouds,6.0367,80.217,Amangalla
694,Nenjiang,CN,45.32,overcast clouds,49.1833,125.2167,Nenjiang Apartment
695,Copiapo,CL,65.59,clear sky,-27.3667,-70.3333,Antay Casino Hotel
696,Wahiawa,US,79.12,overcast clouds,21.5028,-158.0236,The Inn At Schofield
697,Ziarat,PK,51.69,scattered clouds,30.3823,67.7282,Pakiza Guest House ziarat
698,Tuatapere,NZ,63.81,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
700,Road Town,VG,78.84,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
704,Ishikari,JP,50.07,clear sky,43.2397,141.3539,ザ・吉岡
706,Terrell,US,76.5,clear sky,32.736,-96.2753,"Holiday Inn Express & Suites Terrell, an IHG Hotel"
707,Forbes,AU,74.62,clear sky,-33.3833,148.0167,Lake Forbes Motel
708,Pedernales,DO,78.46,overcast clouds,18.0384,-71.744,Hotel Costa Marina
